99	-1.9926	1.3185	-0.0552
100	-1.9991	1.3155	-0.422
101	-1.9984	1.3155	-0.8227
102	-1.9873	1.3107	-1.2525
103	-1.6334	1.479	0.8166
104	-1.6795	1.5308	0.3552
105	-1.6794	1.5259	-0.0658
106	-1.6832	1.537	-0.432
107	-1.6675	1.5327	-0.8237
108	-1.6824	1.5258	-1.2655
109	-1.3	1.7153	0.8111
110	-0.9647	1.9353	0.8124
111	-1.0022	1.9866	0.334
112	-0.9963	1.9839	-0.0061
113	-0.9927	1.9936	-0.4394
114	-0.987	1.9947	-0.7854
115	-0.9915	1.9939	-1.2424
116	-0.6544	2.1561	0.8263
117	-0.2462	2.4269	0.809
118	-0.2519	2.4343	0.4011
119	-0.2512	2.427	-0.0055
120	-0.2489	2.4135	-0.4058
121	-0.2481	2.4339	-0.819
122	-0.249	2.4291	-1.2208
123	0.1075	2.6772	0.813
124	0.1107	2.6775	0.4038
125	0.1065	2.6979	-0.0049
126	0.1042	2.6767	-0.4104
127	0.1041	2.6766	-0.8154
128	0.103	2.6708	-1.2247
129	0.3602	2.8442	0.8131
130	0.3585	2.8494	0.4031
131	0.3641	2.8468	-0.006
132	0.3626	2.8575	-0.4137
133	0.3645	2.8529	-0.8175
134	0.3632	2.8469	-1.2238
135	0.6969	3.0702	0.8067
136	0.693	3.0774	0.4021
137	0.7011	3.0812	-0.0052
138	0.6958	3.0756	-0.4109
139	0.6977	3.0774	-0.8187
140	0.698	3.072	-1.2249
141	1.0327	3.2994	0.8061
142	1.0293	3.3004	0.3979
143	1.0376	3.3112	-0.0096
144	1.0269	3.2994	-0.4124
145	1.0346	3.306	-0.8206
146	1.0333	3.3011	-1.2263
147	1.3689	3.5287	0.8069
148	1.3679	3.5335	0.3991
149	1.3708	3.5334	-0.0079
150	1.3687	3.5314	-0.4148
151	1.3705	3.5352	-0.8238
152	1.37	3.5289	-1.229
153	1.7082	3.7619	0.8091
154	1.705	3.7623	0.4011
155	1.71	3.7703	-0.0103
156	1.7034	3.7615	-0.4143
157	1.7059	3.7597	-0.8239
158	1.7067	3.7616	-1.2303
159	2.0447	3.9953	0.8066
160	2.0398	3.9909	0.402
161	2.0456	3.997	-0.0095
162	2.0395	3.9896	-0.4168
163	2.0407	3.9931	-0.827
164	2.0405	3.9921	-1.2336
165	2.2585	3.9484	0.8085
166	2.2544	3.9549	0.4015
167	2.2533	3.9529	-0.0084
168	2.2491	3.9563	-0.4175
169	2.2547	3.9577	-0.8303
170	2.2519	3.9488	-1.233
171	2.4314	3.688	0.8045
172	2.4306	3.6943	0.3976
173	2.4311	3.6913	-0.009
174	2.4307	3.6921	-0.4164
175	2.4249	3.6874	-0.8265
176	2.4283	3.6951	-1.2318
177	2.5937	3.4492	0.8047
178	2.597	3.4544	0.3979
179	2.5904	3.4447	-0.0087
180	2.5951	3.4533	-0.4188
181	2.5913	3.4459	-0.8261
182	2.592	3.4521	-1.2346
183	2.8263	3.1109	0.8078
184	2.8239	3.1108	0.396
185	2.8223	3.1104	-0.0109
186	2.8216	3.1105	-0.4146
187	2.8151	3.1158	-0.8279
188	2.8174	3.1166	-1.2382
189	3.052	2.7692	0.8106
190	3.0507	2.7704	0.397
191	3.0493	2.7706	-0.0121
192	3.047	2.771	-0.4203
193	3.0417	2.7761	-0.8254
194	3.0407	2.777	-1.238
196	3.2876	2.434	0.8102
196	3.2776	2.4311	0.3963
197	3.2763	2.4315	-0.0104
198	3.276	2.4297	-0.4172
199	3.2686	2.437	-0.8265
200	3.2694	2.4361	-1.2345
201	3.5044	2.0914	0.8067
202	3.5036	2.0922	0.3965
203	3.5031	2.0916	-0.0099
204	3.501	2.093	-0.4152
205	3.4941	2.1008	-0.8267
206	3.4951	2.0985	-1.2361
207	3.8027	1.6655	0.8116
208	3.7948	1.6579	0.3957
209	3.8016	1.6644	-0.0085
210	3.8006	1.6648	-0.4156
211	3.7964	1.6703	-0.8308
212	3.7911	1.6633	-1.2343
213	4.0116	1.3512	0.811
214	4.0155	1.3343	0.3973
215	4.0127	1.3382	-0.0095
216	4.0123	1.3377	-0.4174
217	4.0118	1.3405	-0.8277
218	4.0139	1.3468	-1.2339
219	4.263	0.9854	0.8112
220	4.2491	0.9868	0.3947
221	4.2568	0.988	-0.0109
222	4.257	0.9886	-0.4152
223	4.2478	0.9921	-0.828
224	4.2553	0.9882	-1.236
225	4.4922	0.6441	0.8108
226	4.5054	0.6532	0.399
227	4.4834	0.6482	-0.0056
228	4.4847	0.6499	-0.4095
229	4.4775	0.6516	-0.8291
230	4.4867	0.6497	-1.2398
231	4.7212	0.3047	0.811
232	4.7127	0.3167	0.3967
233	4.7096	0.3123	-0.0086
234	4.7112	0.3108	-0.4193
235	4.7065	0.3153	-0.833
236	4.7125	0.3132	-1.2284
237	4.6842	0.1113	0.839
238	4.6519	0.1087	0.3964
239	4.6688	0.1046	-0.0214
240	4.6681	0.1027	-0.4406
241	4.662	0.0982	-0.8506
242	4.6701	0.1007	-1.267
243	4.3081	-0.1478	0.8311
244	4.3085	-0.1423	0.4066
245	4.2975	-0.1455	-0.02
246	4.3068	-0.144	-0.4242
247	4.3017	-0.1457	-0.8118
248	4.295	-0.1454	-1.23
249	3.924	-0.4066	0.8231
250	3.9283	-0.4036	0.4077
251	3.9295	-0.4019	0.0031
252	3.8894	-0.4005	-0.3962
253	3.9116	-0.4111	-0.7815
254	3.4986	-0.6949	0.8199
255	3.4857	-0.7013	0.4176
256	3.4682	-0.7091	-0.0108
257	2.5526	-0.7343	0.8207
258	2.4526	-0.7919	0.4119
259	2.5473	-0.7307	0.0057
260	2.4547	-0.7925	-0.398
261	2.5479	-0.7296	-0.8056
262	2.4547	-0.7935	-1.2114
263	2.4345	-1.1142	0.8197
264	2.3468	-0.9887	0.4143
265	2.4277	-1.1114	0.0028
266	2.3486	-0.9899	-0.4008
267	2.4239	-1.1084	-0.7167
268	2.3458	-0.9891	-1.213
269	0.3245	-2.5609	0.825
270	0.3259	-2.5564	0.4131
271	0.3261	-2.5593	0.0018
272	0.3278	-2.5573	-0.4058
273	0.3268	-2.5628	-0.8181
274	0.3265	-2.5703	-1.2344
275	0.0179	-2.4465	0.819
276	-0.0765	-2.5056	0.4096
277	0.0178	-2.4399	0.0014
278	-0.077	-2.5067	-0.4025
279	0.0184	-2.4385	-0.8112
280	-0.0753	-2.5166	-1.2252
281	-0.2945	-3.2473	0.8113
282	-0.298	-3.2609	0.4099
283	-0.2939	-3.2467	0.0007
284	-0.5844	-3.4469	0.8159
285	-0.5827	-3.447	0.4114
286	-0.5797	-3.4415	0.0047
287	-0.9832	-3.7156	0.82
288	-0.9811	-3.7112	0.4046
289	-0.9833	-3.712	-0.0074
290	-0.9858	-3.712	-0.3854
291	-0.9806	-3.7079	-0.7602
292	-0.9772	-3.7116	-1.1955
293	-1.3821	-3.9893	0.8157
294	-1.3869	-3.986	0.4078
295	-1.4049	-4.0005	-0.0013
296	-1.4054	-4.0001	-0.4146
297	-1.3915	-3.9917	-0.7873
298	-1.3784	-3.9831	-1.2277
299	-1.8561	-3.5349	-1.7267
300	-2.2052	-3.0097	-1.7237
301	-2.5415	-2.476	-1.7128
302	-2.8459	-1.9306	-1.686
303	-3.1831	-1.4208	-1.681
304	-3.5246	-0.9151	-1.6792
305	-3.8712	-0.4107	-1.6801
306	-1.2995	-3.0921	-1.6772
307	-1.6411	-2.5843	-1.6758
308	-1.9847	-2.0816	-1.6784
309	-2.3319	-1.5801	-1.6805
310	-2.6702	-1.0732	-1.6754
311	-3.0176	-0.5705	-1.6789
312	-3.3626	-0.0664	-1.681
313	-0.8017	-2.7678	-1.6888
314	-1.1417	-2.2479	-1.6806
315	-1.4847	-1.7413	-1.682
316	-1.8255	-1.2343	-1.6784
317	-2.1703	-0.7305	-1.6798
318	-2.512	-0.2263	-1.6792
319	-2.8603	0.2783	-1.6823
320	-0.293	-2.4159	-1.685
321	-0.6368	-1.9048	-1.6825
322	-0.9817	-1.4001	-1.684
323	-1.3248	-0.8933	-1.6821
324	-1.6685	-0.3879	-1.681
325	-2.0084	0.1171	-1.6784
326	-2.3551	0.6217	-1.6818
327	0.2151	-2.0882	-1.6979
328	-0.1312	-1.5553	-1.6757
329	-0.4735	-1.0488	-1.6723
330	-1.1613	-0.043	-1.6766
331	-1.5058	0.4612	-1.6762
332	-1.8519	0.9664	-1.679
333	0.7183	-1.7214	-1.6796
334	0.3729	-1.2118	-1.6741
335	-1.001	0.8044	-1.6743
336	-1.3474	1.3103	-1.6788
337	1.5628	-1.8768	-1.6723
338	1.213	-1.3646	-1.6636
339	0.8771	-0.8686	-1.6741
340	-0.4966	1.1479	-1.6745
341	-0.8444	1.6586	-1.6841
342	2.0677	-1.5332	-1.6729
343	1.7273	-1.0304	-1.679
344	1.3846	-0.5259	-1.6804
345	1.042	-0.0203	-1.6835
346	0.3475	0.9794	-1.6618
347	0.0074	1.4959	-1.6807
348	-0.3435	2.0346	-1.7102
349	2.2364	-0.6878	-1.6792
350	1.8863	-0.1816	-1.6763
351	1.5426	0.3224	-1.6752
352	1.199	0.8265	-1.6756
353	0.8573	1.3333	-1.6803
354	0.512	1.8365	-1.6783
355	0.1709	2.3849	-1.7108
356	2.7332	-0.3427	-1.6676
357	2.3892	0.1617	-1.6709
358	2.0495	0.6668	-1.6757
359	1.7027	1.1695	-1.6759
360	1.3632	1.6783	-1.683
361	1.0252	2.1984	-1.6963
362	0.6836	2.7273	-1.7085
363	3.2344	0.0007	-1.6698
364	2.8925	0.5046	-1.6743
365	2.5534	1.0098	-1.682
366	2.207	1.5124	-1.6815
367	1.8638	2.0158	-1.6827
368	1.524	2.5263	-1.6897
369	1.1773	3.0261	-1.6889
370	4.0871	-0.1614	-1.675
371	3.7393	0.3426	-1.671
372	3.3954	0.847	-1.6757
373	3.0556	1.3517	-1.6804
374	2.7103	1.8546	-1.6825
375	2.3782	2.3695	-1.6933
376	2.0337	2.8766	-1.6962
377	1.7274	3.4613	-1.7358
378	5.7676	-5.9215	0.8521
379	6.948	-9.8188	0.7201
380	3.5338	-7.4171	0.8524
